scenario_id,mechanism,scenario_class,target_absent,tool,context,flagset,grade,evidence,validation_status,note
fn4-exploitableNotAction--role,fn4-exploitableNotAction,tool-test-FN,no,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (3 grant row(s): Allow [NotAction] iam:Update*; Allow [NotAction] iam:Create*; Allow [NotAction] iam:Attach*) but names no target and does not characterise it as escalation. Search: grep ',fn4-exploitableNotAction-role,' csv/permissions.csv. iam-simulator additionally reports: can ec2:DescribeInstanceAttributeInput on *; can ecr:BatchGetImage on *; can ecr:GetAuthorizationToken on *...."
fn4-exploitableNotAction--role,fn4-exploitableNotAction,tool-test-FN,no,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
fn4-exploitableNotAction--user,fn4-exploitableNotAction,tool-test-FN,no,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
fn4-exploitableNotAction--user,fn4-exploitableNotAction,tool-test-FN,no,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",D,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,inferred,"Admin-verdict form: preset privesc prints 'user/fn4-exploitableNotAction-user is an administrative principal'. Names the principal and the resulting privilege but NOT the enabling permission. Graded D because neither lower grade fits its own definition: P requires a permission bound to a principal (absent here) and M requires nothing in the output pointing a reviewer at the principal (false). INFERRED: the claim that PMapper's admin verdict derives from this mechanism is a reading of its output, not of its source. Precedent: analysis/validation/privesc-sre--user.md."
fn4-exploitableNotAction--user,fn4-exploitableNotAction,tool-test-FN,no,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (3 grant row(s): Allow [NotAction] iam:Update*; Allow [NotAction] iam:Create*; Allow [NotAction] iam:Attach*) but names no target and does not characterise it as escalation. Search: grep ',fn4-exploitableNotAction-user,' csv/permissions.csv. iam-simulator additionally reports: can ec2:DescribeInstanceAttributeInput on *; can ecr:BatchGetImage on *; can ecr:GetAuthorizationToken on *...."
fn4-exploitableNotAction--user,fn4-exploitableNotAction,tool-test-FN,no,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
fp1-allow-and-deny--role,fp1-allow-and-deny,tool-test-FP,n/a,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7. NOT CS: the rubric 9 amendment of 2026-08-31 requires a tool to have RUN AND PRODUCED OUTPUT to earn Correctly Silent, and this run produced none - 'graph create' died on an unhandled ConnectTimeoutError. Silence from a tool that never ran is vacuous, not correct behaviour. Counted in the crash-M tally, not in any CS total."
fp1-allow-and-deny--role,fp1-allow-and-deny,tool-test-FP,n/a,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",CS,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,inferred,"Correctly Silent (rubric 9, 2026-08-31): absent from the privesc preset and from 'analysis'. This row has no escalation path to detect, so the D/P/M ladder does not apply; CS and FP are the only available outcomes and no escalation claim was emitted."
fp1-allow-and-deny--role,fp1-allow-and-deny,tool-test-FP,n/a,cloudfox,admin,default,CS,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,inferred,"Correctly Silent (rubric 9, 2026-08-31). permissions.csv inventories the fixture's grants verbatim (Allow and Deny rows both present, resource and condition columns rendered) but makes no escalation claim, so no FP. NOTE: cloudfox's Condition column is a bare Yes/No and does not render the condition body, so the exploitable fn3 and the non-exploitable fp5 print identically as 'Allow iam:CreatePolicyVersion on * / Condition=Yes'. INFERRED: the tool emitted no escalation claim (read directly), but this fixture has no analysis/validation/ file, so the claim that silence is CORRECT here rests on scenarios.md, not on a manual check."
fp1-allow-and-deny--role,fp1-allow-and-deny,tool-test-FP,n/a,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
fp1-allow-and-deny--user,fp1-allow-and-deny,tool-test-FP,n/a,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7. NOT CS: the rubric 9 amendment of 2026-08-31 requires a tool to have RUN AND PRODUCED OUTPUT to earn Correctly Silent, and this run produced none - 'graph create' died on an unhandled ConnectTimeoutError. Silence from a tool that never ran is vacuous, not correct behaviour. Counted in the crash-M tally, not in any CS total."
fp1-allow-and-deny--user,fp1-allow-and-deny,tool-test-FP,n/a,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",CS,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,inferred,"Correctly Silent (rubric 9, 2026-08-31): absent from the privesc preset and from 'analysis'. This row has no escalation path to detect, so the D/P/M ladder does not apply; CS and FP are the only available outcomes and no escalation claim was emitted."
fp1-allow-and-deny--user,fp1-allow-and-deny,tool-test-FP,n/a,cloudfox,admin,default,CS,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,inferred,"Correctly Silent (rubric 9, 2026-08-31). permissions.csv inventories the fixture's grants verbatim (Allow and Deny rows both present, resource and condition columns rendered) but makes no escalation claim, so no FP. NOTE: cloudfox's Condition column is a bare Yes/No and does not render the condition body, so the exploitable fn3 and the non-exploitable fp5 print identically as 'Allow iam:CreatePolicyVersion on * / Condition=Yes'. INFERRED: the tool emitted no escalation claim (read directly), but this fixture has no analysis/validation/ file, so the claim that silence is CORRECT here rests on scenarios.md, not on a manual check."
fp1-allow-and-deny--user,fp1-allow-and-deny,tool-test-FP,n/a,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
fp2-allow-and-deny-multiple-policies--role,fp2-allow-and-deny-multiple-policies,tool-test-FP,n/a,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7. NOT CS: the rubric 9 amendment of 2026-08-31 requires a tool to have RUN AND PRODUCED OUTPUT to earn Correctly Silent, and this run produced none - 'graph create' died on an unhandled ConnectTimeoutError. Silence from a tool that never ran is vacuous, not correct behaviour. Counted in the crash-M tally, not in any CS total."
fp2-allow-and-deny-multiple-policies--role,fp2-allow-and-deny-multiple-policies,tool-test-FP,n/a,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",CS,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,inferred,"Correctly Silent (rubric 9, 2026-08-31): absent from the privesc preset and from 'analysis'. This row has no escalation path to detect, so the D/P/M ladder does not apply; CS and FP are the only available outcomes and no escalation claim was emitted."
fp2-allow-and-deny-multiple-policies--role,fp2-allow-and-deny-multiple-policies,tool-test-FP,n/a,cloudfox,admin,default,CS,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,inferred,"Correctly Silent (rubric 9, 2026-08-31). permissions.csv inventories the fixture's grants verbatim (Allow and Deny rows both present, resource and condition columns rendered) but makes no escalation claim, so no FP. NOTE: cloudfox's Condition column is a bare Yes/No and does not render the condition body, so the exploitable fn3 and the non-exploitable fp5 print identically as 'Allow iam:CreatePolicyVersion on * / Condition=Yes'. INFERRED: the tool emitted no escalation claim (read directly), but this fixture has no analysis/validation/ file, so the claim that silence is CORRECT here rests on scenarios.md, not on a manual check."
fp2-allow-and-deny-multiple-policies--role,fp2-allow-and-deny-multiple-policies,tool-test-FP,n/a,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
fp2-allow-and-deny-multiple-policies--user,fp2-allow-and-deny-multiple-policies,tool-test-FP,n/a,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7. NOT CS: the rubric 9 amendment of 2026-08-31 requires a tool to have RUN AND PRODUCED OUTPUT to earn Correctly Silent, and this run produced none - 'graph create' died on an unhandled ConnectTimeoutError. Silence from a tool that never ran is vacuous, not correct behaviour. Counted in the crash-M tally, not in any CS total."
fp2-allow-and-deny-multiple-policies--user,fp2-allow-and-deny-multiple-policies,tool-test-FP,n/a,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",CS,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,inferred,"Correctly Silent (rubric 9, 2026-08-31): absent from the privesc preset and from 'analysis'. This row has no escalation path to detect, so the D/P/M ladder does not apply; CS and FP are the only available outcomes and no escalation claim was emitted."
fp2-allow-and-deny-multiple-policies--user,fp2-allow-and-deny-multiple-policies,tool-test-FP,n/a,cloudfox,admin,default,CS,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,inferred,"Correctly Silent (rubric 9, 2026-08-31). permissions.csv inventories the fixture's grants verbatim (Allow and Deny rows both present, resource and condition columns rendered) but makes no escalation claim, so no FP. NOTE: cloudfox's Condition column is a bare Yes/No and does not render the condition body, so the exploitable fn3 and the non-exploitable fp5 print identically as 'Allow iam:CreatePolicyVersion on * / Condition=Yes'. INFERRED: the tool emitted no escalation claim (read directly), but this fixture has no analysis/validation/ file, so the claim that silence is CORRECT here rests on scenarios.md, not on a manual check."
fp2-allow-and-deny-multiple-policies--user,fp2-allow-and-deny-multiple-policies,tool-test-FP,n/a,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
fp3-deny-iam--role,fp3-deny-iam,tool-test-FP,n/a,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7. NOT CS: the rubric 9 amendment of 2026-08-31 requires a tool to have RUN AND PRODUCED OUTPUT to earn Correctly Silent, and this run produced none - 'graph create' died on an unhandled ConnectTimeoutError. Silence from a tool that never ran is vacuous, not correct behaviour. Counted in the crash-M tally, not in any CS total."
fp3-deny-iam--role,fp3-deny-iam,tool-test-FP,n/a,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",CS,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,inferred,"Correctly Silent (rubric 9, 2026-08-31): absent from the privesc preset and from 'analysis'. This row has no escalation path to detect, so the D/P/M ladder does not apply; CS and FP are the only available outcomes and no escalation claim was emitted."
fp3-deny-iam--role,fp3-deny-iam,tool-test-FP,n/a,cloudfox,admin,default,CS,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,inferred,"Correctly Silent (rubric 9, 2026-08-31). permissions.csv inventories the fixture's grants verbatim (Allow and Deny rows both present, resource and condition columns rendered) but makes no escalation claim, so no FP. NOTE: cloudfox's Condition column is a bare Yes/No and does not render the condition body, so the exploitable fn3 and the non-exploitable fp5 print identically as 'Allow iam:CreatePolicyVersion on * / Condition=Yes'. INFERRED: the tool emitted no escalation claim (read directly), but this fixture has no analysis/validation/ file, so the claim that silence is CORRECT here rests on scenarios.md, not on a manual check."
fp3-deny-iam--role,fp3-deny-iam,tool-test-FP,n/a,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
fp3-deny-iam--user,fp3-deny-iam,tool-test-FP,n/a,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7. NOT CS: the rubric 9 amendment of 2026-08-31 requires a tool to have RUN AND PRODUCED OUTPUT to earn Correctly Silent, and this run produced none - 'graph create' died on an unhandled ConnectTimeoutError. Silence from a tool that never ran is vacuous, not correct behaviour. Counted in the crash-M tally, not in any CS total."
fp3-deny-iam--user,fp3-deny-iam,tool-test-FP,n/a,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",CS,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,inferred,"Correctly Silent (rubric 9, 2026-08-31): absent from the privesc preset and from 'analysis'. This row has no escalation path to detect, so the D/P/M ladder does not apply; CS and FP are the only available outcomes and no escalation claim was emitted."
fp3-deny-iam--user,fp3-deny-iam,tool-test-FP,n/a,cloudfox,admin,default,CS,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,inferred,"Correctly Silent (rubric 9, 2026-08-31). permissions.csv inventories the fixture's grants verbatim (Allow and Deny rows both present, resource and condition columns rendered) but makes no escalation claim, so no FP. NOTE: cloudfox's Condition column is a bare Yes/No and does not render the condition body, so the exploitable fn3 and the non-exploitable fp5 print identically as 'Allow iam:CreatePolicyVersion on * / Condition=Yes'. INFERRED: the tool emitted no escalation claim (read directly), but this fixture has no analysis/validation/ file, so the claim that silence is CORRECT here rests on scenarios.md, not on a manual check."
fp3-deny-iam--user,fp3-deny-iam,tool-test-FP,n/a,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
fp4-nonExploitableResourceConstraint--role,fp4-nonExploitableResourceConstraint,tool-test-FP,n/a,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7. NOT CS: the rubric 9 amendment of 2026-08-31 requires a tool to have RUN AND PRODUCED OUTPUT to earn Correctly Silent, and this run produced none - 'graph create' died on an unhandled ConnectTimeoutError. Silence from a tool that never ran is vacuous, not correct behaviour. Counted in the crash-M tally, not in any CS total."
fp4-nonExploitableResourceConstraint--role,fp4-nonExploitableResourceConstraint,tool-test-FP,n/a,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",CS,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,inferred,"Correctly Silent (rubric 9, 2026-08-31): absent from the privesc preset and from 'analysis'. This row has no escalation path to detect, so the D/P/M ladder does not apply; CS and FP are the only available outcomes and no escalation claim was emitted."
fp4-nonExploitableResourceConstraint--role,fp4-nonExploitableResourceConstraint,tool-test-FP,n/a,cloudfox,admin,default,CS,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,inferred,"Correctly Silent (rubric 9, 2026-08-31). permissions.csv inventories the fixture's grants verbatim (Allow and Deny rows both present, resource and condition columns rendered) but makes no escalation claim, so no FP. NOTE: cloudfox's Condition column is a bare Yes/No and does not render the condition body, so the exploitable fn3 and the non-exploitable fp5 print identically as 'Allow iam:CreatePolicyVersion on * / Condition=Yes'. INFERRED: the tool emitted no escalation claim (read directly), but this fixture has no analysis/validation/ file, so the claim that silence is CORRECT here rests on scenarios.md, not on a manual check."
fp4-nonExploitableResourceConstraint--role,fp4-nonExploitableResourceConstraint,tool-test-FP,n/a,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
fp4-nonExploitableResourceConstraint--user,fp4-nonExploitableResourceConstraint,tool-test-FP,n/a,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7. NOT CS: the rubric 9 amendment of 2026-08-31 requires a tool to have RUN AND PRODUCED OUTPUT to earn Correctly Silent, and this run produced none - 'graph create' died on an unhandled ConnectTimeoutError. Silence from a tool that never ran is vacuous, not correct behaviour. Counted in the crash-M tally, not in any CS total."
fp4-nonExploitableResourceConstraint--user,fp4-nonExploitableResourceConstraint,tool-test-FP,n/a,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",CS,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,inferred,"Correctly Silent (rubric 9, 2026-08-31): absent from the privesc preset and from 'analysis'. This row has no escalation path to detect, so the D/P/M ladder does not apply; CS and FP are the only available outcomes and no escalation claim was emitted."
fp4-nonExploitableResourceConstraint--user,fp4-nonExploitableResourceConstraint,tool-test-FP,n/a,cloudfox,admin,default,CS,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,inferred,"Correctly Silent (rubric 9, 2026-08-31). permissions.csv inventories the fixture's grants verbatim (Allow and Deny rows both present, resource and condition columns rendered) but makes no escalation claim, so no FP. NOTE: cloudfox's Condition column is a bare Yes/No and does not render the condition body, so the exploitable fn3 and the non-exploitable fp5 print identically as 'Allow iam:CreatePolicyVersion on * / Condition=Yes'. INFERRED: the tool emitted no escalation claim (read directly), but this fixture has no analysis/validation/ file, so the claim that silence is CORRECT here rests on scenarios.md, not on a manual check."
fp4-nonExploitableResourceConstraint--user,fp4-nonExploitableResourceConstraint,tool-test-FP,n/a,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
fp5-nonExploitableConditionConstraint--role,fp5-nonExploitableConditionConstraint,tool-test-FP,n/a,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7. NOT CS: the rubric 9 amendment of 2026-08-31 requires a tool to have RUN AND PRODUCED OUTPUT to earn Correctly Silent, and this run produced none - 'graph create' died on an unhandled ConnectTimeoutError. Silence from a tool that never ran is vacuous, not correct behaviour. Counted in the crash-M tally, not in any CS total."
fp5-nonExploitableConditionConstraint--role,fp5-nonExploitableConditionConstraint,tool-test-FP,n/a,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",CS,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,inferred,"Correctly Silent (rubric 9, 2026-08-31): absent from the privesc preset and from 'analysis'. This row has no escalation path to detect, so the D/P/M ladder does not apply; CS and FP are the only available outcomes and no escalation claim was emitted."
fp5-nonExploitableConditionConstraint--role,fp5-nonExploitableConditionConstraint,tool-test-FP,n/a,cloudfox,admin,default,CS,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,inferred,"Correctly Silent (rubric 9, 2026-08-31). permissions.csv inventories the fixture's grants verbatim (Allow and Deny rows both present, resource and condition columns rendered) but makes no escalation claim, so no FP. NOTE: cloudfox's Condition column is a bare Yes/No and does not render the condition body, so the exploitable fn3 and the non-exploitable fp5 print identically as 'Allow iam:CreatePolicyVersion on * / Condition=Yes'. INFERRED: the tool emitted no escalation claim (read directly), but this fixture has no analysis/validation/ file, so the claim that silence is CORRECT here rests on scenarios.md, not on a manual check."
fp5-nonExploitableConditionConstraint--role,fp5-nonExploitableConditionConstraint,tool-test-FP,n/a,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
fp5-nonExploitableConditionConstraint--user,fp5-nonExploitableConditionConstraint,tool-test-FP,n/a,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7. NOT CS: the rubric 9 amendment of 2026-08-31 requires a tool to have RUN AND PRODUCED OUTPUT to earn Correctly Silent, and this run produced none - 'graph create' died on an unhandled ConnectTimeoutError. Silence from a tool that never ran is vacuous, not correct behaviour. Counted in the crash-M tally, not in any CS total."
